country,date,label,value
Netherlands,2020-01-01,GEE,18370.394
Denmark,2020-01-01,GEE,12485.85
Chile,2020-01-01,GEE,11237.74
Belgium,2020-01-01,GEE,9516.103
Greece,2020-01-01,GEE,8153.85
Czech Republic,2020-01-01,GEE,7717.835
Portugal,2020-01-01,GEE,7271.889
Austria,2020-01-01,GEE,7197.456
Hungary,2020-01-01,GEE,7169.753
Sweden,2020-01-01,GEE,6796.746
Finland,2020-01-01,GEE,6414.589
  Bulgaria,2020-01-01,GEE,5978.188
Switzerland,2020-01-01,GEE,5858.685
Norway,2020-01-01,GEE,4648.559
Lithuania,2020-01-01,GEE,4507.748
  Croatia,2020-01-01,GEE,2700.716
Slovak Republic,2020-01-01,GEE,2531.753
Israel,2020-01-01,GEE,2296.774
Latvia,2020-01-01,GEE,2250.414
Slovenia,2020-01-01,GEE,1812.994
Estonia,2020-01-01,GEE,1569.737
Luxembourg,2020-01-01,GEE,702.972
Iceland,2020-01-01,GEE,617.009
  Cyprus,2020-01-01,GEE,531.321
  Malta,2020-01-01,GEE,89.274
United States,2021-01-01,GEE,598099.061
  Russia,2021-01-01,GEE,121284.739
Australia,2021-01-01,GEE,78254.244
Türkiye,2021-01-01,GEE,72075.475
France,2021-01-01,GEE,66529.305
Germany,2021-01-01,GEE,56332.889
Canada,2021-01-01,GEE,54243.758
  Ukraine,2021-01-01,GEE,47017.373
United Kingdom,2021-01-01,GEE,43090.47
  Kazakhstan,2021-01-01,GEE,42845.428
New Zealand,2021-01-01,GEE,37786.137
Spain,2021-01-01,GEE,34369.391
Poland,2021-01-01,GEE,34035.26
Italy,2021-01-01,GEE,32717.215
Japan,2021-01-01,GEE,32174.354
Ireland,2021-01-01,GEE,22953.527
  Romania,2021-01-01,GEE,19169.304
Netherlands,2021-01-01,GEE,17974.705
Denmark,2021-01-01,GEE,12171.548
Belgium,2021-01-01,GEE,9414.187
Greece,2021-01-01,GEE,8045.988
Czech Republic,2021-01-01,GEE,7844.543
Portugal,2021-01-01,GEE,7258.181
Austria,2021-01-01,GEE,7221.163
Hungary,2021-01-01,GEE,7201.976
Sweden,2021-01-01,GEE,6673.594
Finland,2021-01-01,GEE,6303.107
  Bulgaria,2021-01-01,GEE,6106.339
Switzerland,2021-01-01,GEE,5897.727
Norway,2021-01-01,GEE,4701.706
Lithuania,2021-01-01,GEE,4327.717
  Croatia,2021-01-01,GEE,2700.938
Slovak Republic,2021-01-01,GEE,2430.57
Latvia,2021-01-01,GEE,2252.956
Slovenia,2021-01-01,GEE,1813.47
Estonia,2021-01-01,GEE,1583.94
Luxembourg,2021-01-01,GEE,697.346
Iceland,2021-01-01,GEE,620.071
  Cyprus,2021-01-01,GEE,557.252
  Malta,2021-01-01,GEE,87.709
