state,date,label,nutrient,value
506,22,2000-01-01,Fertilizantes Sintéticos,K,6478.98
507,22,2001-01-01,Fertilizantes Sintéticos,N,2663.0
508,22,2001-01-01,Fertilizantes Sintéticos,P,4562.717000000001
509,22,2001-01-01,Fertilizantes Sintéticos,K,8085.86
510,22,2002-01-01,Fertilizantes Sintéticos,N,2839.0
511,22,2002-01-01,Fertilizantes Sintéticos,P,4915.813000000001
512,22,2002-01-01,Fertilizantes Sintéticos,K,9432.119999999999
513,22,2003-01-01,Fertilizantes Sintéticos,N,4414.0
514,22,2003-01-01,Fertilizantes Sintéticos,P,7813.123000000001
515,22,2003-01-01,Fertilizantes Sintéticos,K,14184.699999999999
516,22,2004-01-01,Fertilizantes Sintéticos,N,3843.0
517,22,2004-01-01,Fertilizantes Sintéticos,P,8952.382000000001
518,22,2004-01-01,Fertilizantes Sintéticos,K,15614.789999999999
519,22,2005-01-01,Fertilizantes Sintéticos,N,4213.0
520,22,2005-01-01,Fertilizantes Sintéticos,P,9434.830000000002
521,22,2005-01-01,Fertilizantes Sintéticos,K,16734.46
522,22,2006-01-01,Fertilizantes Sintéticos,N,5361.0
523,22,2006-01-01,Fertilizantes Sintéticos,P,10659.741000000002
524,22,2006-01-01,Fertilizantes Sintéticos,K,19518.28
525,22,2007-01-01,Fertilizantes Sintéticos,N,8092.0
526,22,2007-01-01,Fertilizantes Sintéticos,P,11112.473000000002
527,22,2007-01-01,Fertilizantes Sintéticos,K,21034.69
528,22,2008-01-01,Fertilizantes Sintéticos,N,7943.0
529,22,2008-01-01,Fertilizantes Sintéticos,P,11968.993000000002
530,22,2008-01-01,Fertilizantes Sintéticos,K,29582.859999999997
531,22,2009-01-01,Fertilizantes Sintéticos,N,9036.0
532,22,2009-01-01,Fertilizantes Sintéticos,P,15371.475000000002
533,22,2009-01-01,Fertilizantes Sintéticos,K,23843.41
534,22,2010-01-01,Fertilizantes Sintéticos,N,11353.0
535,22,2010-01-01,Fertilizantes Sintéticos,P,18327.780000000002
536,22,2010-01-01,Fertilizantes Sintéticos,K,33861.509999999995
537,22,2011-01-01,Fertilizantes Sintéticos,N,17690.0
538,22,2011-01-01,Fertilizantes Sintéticos,P,25507.253000000004
539,22,2011-01-01,Fertilizantes Sintéticos,K,43930.24
540,22,2012-01-01,Fertilizantes Sintéticos,N,21161.0
541,22,2012-01-01,Fertilizantes Sintéticos,P,34580.684
542,22,2012-01-01,Fertilizantes Sintéticos,K,58978.14
543,22,2013-01-01,Fertilizantes Sintéticos,N,24156.0
544,22,2013-01-01,Fertilizantes Sintéticos,P,33795.395000000004
545,22,2013-01-01,Fertilizantes Sintéticos,K,56675.719999999994
546,22,2014-01-01,Fertilizantes Sintéticos,N,21077.0
547,22,2014-01-01,Fertilizantes Sintéticos,P,31077.692000000003
548,22,2014-01-01,Fertilizantes Sintéticos,K,55224.049999999996
549,22,2015-01-01,Fertilizantes Sintéticos,N,20729.0
550,22,2015-01-01,Fertilizantes Sintéticos,P,29909.154000000002
551,22,2015-01-01,Fertilizantes Sintéticos,K,56165.27
552,22,2016-01-01,Fertilizantes Sintéticos,N,35130.0
553,22,2016-01-01,Fertilizantes Sintéticos,P,23772.800000000003
554,22,2016-01-01,Fertilizantes Sintéticos,K,50345.31
555,22,2017-01-01,Fertilizantes Sintéticos,N,36098.0
556,22,2017-01-01,Fertilizantes Sintéticos,P,32078.422000000002
557,22,2017-01-01,Fertilizantes Sintéticos,K,65352.53999999999
558,22,2018-01-01,Fertilizantes Sintéticos,N,48784.0
559,22,2018-01-01,Fertilizantes Sintéticos,P,34963.059
560,22,2018-01-01,Fertilizantes Sintéticos,K,74837.78
561,22,2019-01-01,Fertilizantes Sintéticos,N,54736.0
562,22,2019-01-01,Fertilizantes Sintéticos,P,32930.135
563,22,2019-01-01,Fertilizantes Sintéticos,K,49885.49
564,22,2020-01-01,Fertilizantes Sintéticos,N,55128.0
565,22,2020-01-01,Fertilizantes Sintéticos,P,38035.169
566,22,2020-01-01,Fertilizantes Sintéticos,K,88652.3
567,23,2000-01-01,Fertilizantes Sintéticos,N,2628.0
568,23,2000-01-01,Fertilizantes Sintéticos,P,873.5630000000001
569,23,2000-01-01,Fertilizantes Sintéticos,K,2810.3799999999997
570,23,2001-01-01,Fertilizantes Sintéticos,N,2888.0
571,23,2001-01-01,Fertilizantes Sintéticos,P,1123.527
572,23,2001-01-01,Fertilizantes Sintéticos,K,3256.9199999999996
573,23,2002-01-01,Fertilizantes Sintéticos,N,5202.0
574,23,2002-01-01,Fertilizantes Sintéticos,P,1112.602
575,23,2002-01-01,Fertilizantes Sintéticos,K,3224.5499999999997
576,23,2003-01-01,Fertilizantes Sintéticos,N,7797.0
577,23,2003-01-01,Fertilizantes Sintéticos,P,1295.7050000000002
578,23,2003-01-01,Fertilizantes Sintéticos,K,3527.5
579,23,2004-01-01,Fertilizantes Sintéticos,N,8123.0
580,23,2004-01-01,Fertilizantes Sintéticos,P,1134.015
581,23,2004-01-01,Fertilizantes Sintéticos,K,3335.77
582,23,2005-01-01,Fertilizantes Sintéticos,N,6194.0
583,23,2005-01-01,Fertilizantes Sintéticos,P,1268.1740000000002
584,23,2005-01-01,Fertilizantes Sintéticos,K,3895.1899999999996
585,23,2006-01-01,Fertilizantes Sintéticos,N,7442.0
586,23,2006-01-01,Fertilizantes Sintéticos,P,1373.054
587,23,2006-01-01,Fertilizantes Sintéticos,K,4673.73
588,23,2007-01-01,Fertilizantes Sintéticos,N,7219.0
589,23,2007-01-01,Fertilizantes Sintéticos,P,1370.4320000000002
590,23,2007-01-01,Fertilizantes Sintéticos,K,4682.03
591,23,2008-01-01,Fertilizantes Sintéticos,N,6730.0
592,23,2008-01-01,Fertilizantes Sintéticos,P,1021.7060000000001
593,23,2008-01-01,Fertilizantes Sintéticos,K,3589.75
594,23,2009-01-01,Fertilizantes Sintéticos,N,7240.0
595,23,2009-01-01,Fertilizantes Sintéticos,P,1213.5490000000002
596,23,2009-01-01,Fertilizantes Sintéticos,K,3539.95
597,23,2010-01-01,Fertilizantes Sintéticos,N,5311.0
598,23,2010-01-01,Fertilizantes Sintéticos,P,1144.94
599,23,2010-01-01,Fertilizantes Sintéticos,K,3603.0299999999997
600,23,2011-01-01,Fertilizantes Sintéticos,N,5609.0
601,23,2011-01-01,Fertilizantes Sintéticos,P,1237.1470000000002
602,23,2011-01-01,Fertilizantes Sintéticos,K,3586.43
603,23,2012-01-01,Fertilizantes Sintéticos,N,6795.0
604,23,2012-01-01,Fertilizantes Sintéticos,P,1290.4610000000002
605,23,2012-01-01,Fertilizantes Sintéticos,K,3315.85
606,23,2013-01-01,Fertilizantes Sintéticos,N,5308.0
607,23,2013-01-01,Fertilizantes Sintéticos,P,1175.967
608,23,2013-01-01,Fertilizantes Sintéticos,K,2948.16
609,23,2014-01-01,Fertilizantes Sintéticos,N,6327.0
610,23,2014-01-01,Fertilizantes Sintéticos,P,1450.4030000000002
611,23,2014-01-01,Fertilizantes Sintéticos,K,3381.4199999999996
612,23,2015-01-01,Fertilizantes Sintéticos,N,5321.0
613,23,2015-01-01,Fertilizantes Sintéticos,P,1123.0900000000001
614,23,2015-01-01,Fertilizantes Sintéticos,K,2434.39
615,23,2016-01-01,Fertilizantes Sintéticos,N,4179.0
616,23,2016-01-01,Fertilizantes Sintéticos,P,792.7180000000001
617,23,2016-01-01,Fertilizantes Sintéticos,K,2225.23
618,23,2017-01-01,Fertilizantes Sintéticos,N,3777.0
619,23,2017-01-01,Fertilizantes Sintéticos,P,825.0560000000002
620,23,2017-01-01,Fertilizantes Sintéticos,K,1839.28
621,23,2018-01-01,Fertilizantes Sintéticos,N,2946.0
622,23,2018-01-01,Fertilizantes Sintéticos,P,760.8170000000001
623,23,2018-01-01,Fertilizantes Sintéticos,K,1909.83
624,23,2019-01-01,Fertilizantes Sintéticos,N,7475.0
625,23,2019-01-01,Fertilizantes Sintéticos,P,1548.2910000000002
626,23,2019-01-01,Fertilizantes Sintéticos,K,6923.03
627,23,2020-01-01,Fertilizantes Sintéticos,N,7871.0
628,23,2020-01-01,Fertilizantes Sintéticos,P,1594.1760000000002
629,23,2020-01-01,Fertilizantes Sintéticos,K,5619.929999999999
630,24,2000-01-01,Fertilizantes Sintéticos,N,5433.0
631,24,2000-01-01,Fertilizantes Sintéticos,P,2021.9990000000003
632,24,2000-01-01,Fertilizantes Sintéticos,K,6322.11
633,24,2001-01-01,Fertilizantes Sintéticos,N,5389.0
634,24,2001-01-01,Fertilizantes Sintéticos,P,1842.3920000000003
635,24,2001-01-01,Fertilizantes Sintéticos,K,6231.639999999999
636,24,2002-01-01,Fertilizantes Sintéticos,N,6338.0
637,24,2002-01-01,Fertilizantes Sintéticos,P,1911.0010000000002
638,24,2002-01-01,Fertilizantes Sintéticos,K,7172.03
639,24,2003-01-01,Fertilizantes Sintéticos,N,7358.0
640,24,2003-01-01,Fertilizantes Sintéticos,P,1874.7300000000002
641,24,2003-01-01,Fertilizantes Sintéticos,K,8442.76
642,24,2004-01-01,Fertilizantes Sintéticos,N,6030.0
643,24,2004-01-01,Fertilizantes Sintéticos,P,1734.0160000000003
644,24,2004-01-01,Fertilizantes Sintéticos,K,6884.0199999999995
645,24,2005-01-01,Fertilizantes Sintéticos,N,6485.0
646,24,2005-01-01,Fertilizantes Sintéticos,P,2069.195
647,24,2005-01-01,Fertilizantes Sintéticos,K,6595.179999999999
648,24,2006-01-01,Fertilizantes Sintéticos,N,7510.0
649,24,2006-01-01,Fertilizantes Sintéticos,P,2379.0280000000002
650,24,2006-01-01,Fertilizantes Sintéticos,K,8617.06
651,24,2007-01-01,Fertilizantes Sintéticos,N,9507.0
652,24,2007-01-01,Fertilizantes Sintéticos,P,2678.8100000000004
653,24,2007-01-01,Fertilizantes Sintéticos,K,10036.359999999999
654,24,2008-01-01,Fertilizantes Sintéticos,N,6993.0
655,24,2008-01-01,Fertilizantes Sintéticos,P,2202.9170000000004
656,24,2008-01-01,Fertilizantes Sintéticos,K,6835.049999999999
657,24,2009-01-01,Fertilizantes Sintéticos,N,6249.0
658,24,2009-01-01,Fertilizantes Sintéticos,P,1721.3430000000003
659,24,2009-01-01,Fertilizantes Sintéticos,K,5308.679999999999
660,24,2010-01-01,Fertilizantes Sintéticos,N,6948.0
661,24,2010-01-01,Fertilizantes Sintéticos,P,1913.6230000000003
662,24,2010-01-01,Fertilizantes Sintéticos,K,6638.339999999999
663,24,2011-01-01,Fertilizantes Sintéticos,N,6245.0
664,24,2011-01-01,Fertilizantes Sintéticos,P,1994.9050000000002
665,24,2011-01-01,Fertilizantes Sintéticos,K,5599.179999999999
666,24,2012-01-01,Fertilizantes Sintéticos,N,5945.0
667,24,2012-01-01,Fertilizantes Sintéticos,P,2077.061
668,24,2012-01-01,Fertilizantes Sintéticos,K,4950.12
669,24,2013-01-01,Fertilizantes Sintéticos,N,5545.0
670,24,2013-01-01,Fertilizantes Sintéticos,P,1884.3440000000003
671,24,2013-01-01,Fertilizantes Sintéticos,K,3512.56
672,24,2014-01-01,Fertilizantes Sintéticos,N,6215.0
673,24,2014-01-01,Fertilizantes Sintéticos,P,1810.4910000000002
674,24,2014-01-01,Fertilizantes Sintéticos,K,5050.55
675,24,2015-01-01,Fertilizantes Sintéticos,N,5789.0
676,24,2015-01-01,Fertilizantes Sintéticos,P,1682.4500000000003
677,24,2015-01-01,Fertilizantes Sintéticos,K,4172.41
678,24,2016-01-01,Fertilizantes Sintéticos,N,6763.0
679,24,2016-01-01,Fertilizantes Sintéticos,P,2065.262
680,24,2016-01-01,Fertilizantes Sintéticos,K,5114.46
681,24,2017-01-01,Fertilizantes Sintéticos,N,6955.0
682,24,2017-01-01,Fertilizantes Sintéticos,P,1995.7790000000002
683,24,2017-01-01,Fertilizantes Sintéticos,K,5087.07
684,24,2018-01-01,Fertilizantes Sintéticos,N,5759.0
685,24,2018-01-01,Fertilizantes Sintéticos,P,1784.7080000000003
686,24,2018-01-01,Fertilizantes Sintéticos,K,4840.5599999999995
687,24,2019-01-01,Fertilizantes Sintéticos,N,6618.0
688,24,2019-01-01,Fertilizantes Sintéticos,P,2161.4020000000005
689,24,2019-01-01,Fertilizantes Sintéticos,K,5985.13
690,24,2020-01-01,Fertilizantes Sintéticos,N,7148.0
691,24,2020-01-01,Fertilizantes Sintéticos,P,2061.766
692,24,2020-01-01,Fertilizantes Sintéticos,K,7087.37
693,25,2000-01-01,Fertilizantes Sintéticos,N,4977.0
694,25,2000-01-01,Fertilizantes Sintéticos,P,1369.5580000000002
695,25,2000-01-01,Fertilizantes Sintéticos,K,5282.95
696,25,2001-01-01,Fertilizantes Sintéticos,N,4765.0
697,25,2001-01-01,Fertilizantes Sintéticos,P,1557.9050000000002
698,25,2001-01-01,Fertilizantes Sintéticos,K,5054.7
699,25,2002-01-01,Fertilizantes Sintéticos,N,5724.0
700,25,2002-01-01,Fertilizantes Sintéticos,P,1262.4930000000002
701,25,2002-01-01,Fertilizantes Sintéticos,K,7116.42
702,25,2003-01-01,Fertilizantes Sintéticos,N,6599.0
703,25,2003-01-01,Fertilizantes Sintéticos,P,1482.7410000000002
704,25,2003-01-01,Fertilizantes Sintéticos,K,8068.429999999999
705,25,2004-01-01,Fertilizantes Sintéticos,N,5887.0
706,25,2004-01-01,Fertilizantes Sintéticos,P,1408.8880000000001
707,25,2004-01-01,Fertilizantes Sintéticos,K,6590.2
708,25,2005-01-01,Fertilizantes Sintéticos,N,5561.0
709,25,2005-01-01,Fertilizantes Sintéticos,P,957.9040000000001
710,25,2005-01-01,Fertilizantes Sintéticos,K,6762.009999999999
711,25,2006-01-01,Fertilizantes Sintéticos,N,7718.0
712,25,2006-01-01,Fertilizantes Sintéticos,P,1648.3640000000003
713,25,2006-01-01,Fertilizantes Sintéticos,K,8241.9
714,25,2007-01-01,Fertilizantes Sintéticos,N,7103.0
715,25,2007-01-01,Fertilizantes Sintéticos,P,1154.9910000000002
716,25,2007-01-01,Fertilizantes Sintéticos,K,7744.73
717,25,2008-01-01,Fertilizantes Sintéticos,N,6017.0
718,25,2008-01-01,Fertilizantes Sintéticos,P,908.0860000000001
719,25,2008-01-01,Fertilizantes Sintéticos,K,6074.7699999999995
720,25,2009-01-01,Fertilizantes Sintéticos,N,7445.0
721,25,2009-01-01,Fertilizantes Sintéticos,P,1011.2180000000001
722,25,2009-01-01,Fertilizantes Sintéticos,K,5913.75
723,25,2010-01-01,Fertilizantes Sintéticos,N,8670.0
724,25,2010-01-01,Fertilizantes Sintéticos,P,1326.7320000000002
725,25,2010-01-01,Fertilizantes Sintéticos,K,8276.76
726,25,2011-01-01,Fertilizantes Sintéticos,N,8423.0
727,25,2011-01-01,Fertilizantes Sintéticos,P,1582.3770000000002
728,25,2011-01-01,Fertilizantes Sintéticos,K,7810.299999999999
729,25,2012-01-01,Fertilizantes Sintéticos,N,8844.0
730,25,2012-01-01,Fertilizantes Sintéticos,P,1479.6820000000002
731,25,2012-01-01,Fertilizantes Sintéticos,K,8380.51
732,25,2013-01-01,Fertilizantes Sintéticos,N,8511.0
733,25,2013-01-01,Fertilizantes Sintéticos,P,1601.6050000000002
734,25,2013-01-01,Fertilizantes Sintéticos,K,7209.379999999999
735,25,2014-01-01,Fertilizantes Sintéticos,N,10345.0
736,25,2014-01-01,Fertilizantes Sintéticos,P,2183.2520000000004
737,25,2014-01-01,Fertilizantes Sintéticos,K,8682.63
738,25,2015-01-01,Fertilizantes Sintéticos,N,7948.0
739,25,2015-01-01,Fertilizantes Sintéticos,P,1288.276
740,25,2015-01-01,Fertilizantes Sintéticos,K,7055.83
741,25,2016-01-01,Fertilizantes Sintéticos,N,8984.0
742,25,2016-01-01,Fertilizantes Sintéticos,P,1551.3500000000001
743,25,2016-01-01,Fertilizantes Sintéticos,K,8073.41
744,25,2017-01-01,Fertilizantes Sintéticos,N,9449.0
745,25,2017-01-01,Fertilizantes Sintéticos,P,1729.2090000000003
746,25,2017-01-01,Fertilizantes Sintéticos,K,8487.58
747,25,2018-01-01,Fertilizantes Sintéticos,N,9049.0
748,25,2018-01-01,Fertilizantes Sintéticos,P,1575.8220000000001
749,25,2018-01-01,Fertilizantes Sintéticos,K,9189.76
750,25,2019-01-01,Fertilizantes Sintéticos,N,10029.0
751,25,2019-01-01,Fertilizantes Sintéticos,P,1713.0400000000002
752,25,2019-01-01,Fertilizantes Sintéticos,K,10198.21
753,25,2020-01-01,Fertilizantes Sintéticos,N,10379.0
754,25,2020-01-01,Fertilizantes Sintéticos,P,1726.1500000000003
755,25,2020-01-01,Fertilizantes Sintéticos,K,9635.47
756,26,2000-01-01,Fertilizantes Sintéticos,N,20612.0
757,26,2000-01-01,Fertilizantes Sintéticos,P,5246.622
758,26,2000-01-01,Fertilizantes Sintéticos,K,21462.14
759,26,2001-01-01,Fertilizantes Sintéticos,N,26786.0
760,26,2001-01-01,Fertilizantes Sintéticos,P,6041.088000000001
761,26,2001-01-01,Fertilizantes Sintéticos,K,27859.78
762,26,2002-01-01,Fertilizantes Sintéticos,N,24290.0
763,26,2002-01-01,Fertilizantes Sintéticos,P,5814.285000000001
764,26,2002-01-01,Fertilizantes Sintéticos,K,24060.87
765,26,2003-01-01,Fertilizantes Sintéticos,N,26299.0
766,26,2003-01-01,Fertilizantes Sintéticos,P,6447.4980000000005
767,26,2003-01-01,Fertilizantes Sintéticos,K,27272.969999999998
768,26,2004-01-01,Fertilizantes Sintéticos,N,24304.0
769,26,2004-01-01,Fertilizantes Sintéticos,P,5667.0160000000005
770,26,2004-01-01,Fertilizantes Sintéticos,K,23576.98
771,26,2005-01-01,Fertilizantes Sintéticos,N,25562.0
772,26,2005-01-01,Fertilizantes Sintéticos,P,4831.035000000001
773,26,2005-01-01,Fertilizantes Sintéticos,K,25949.12
774,26,2006-01-01,Fertilizantes Sintéticos,N,31523.0
775,26,2006-01-01,Fertilizantes Sintéticos,P,9183.555
776,26,2006-01-01,Fertilizantes Sintéticos,K,32750.14
777,26,2007-01-01,Fertilizantes Sintéticos,N,30459.0
778,26,2007-01-01,Fertilizantes Sintéticos,P,6859.589000000001
779,26,2007-01-01,Fertilizantes Sintéticos,K,30763.949999999997
780,26,2008-01-01,Fertilizantes Sintéticos,N,27203.0
781,26,2008-01-01,Fertilizantes Sintéticos,P,4019.0890000000004
782,26,2008-01-01,Fertilizantes Sintéticos,K,26953.42
783,26,2009-01-01,Fertilizantes Sintéticos,N,30038.0
784,26,2009-01-01,Fertilizantes Sintéticos,P,5039.921
785,26,2009-01-01,Fertilizantes Sintéticos,K,23742.149999999998
786,26,2010-01-01,Fertilizantes Sintéticos,N,35921.0
787,26,2010-01-01,Fertilizantes Sintéticos,P,6217.636
788,26,2010-01-01,Fertilizantes Sintéticos,K,34480.689999999995
789,26,2011-01-01,Fertilizantes Sintéticos,N,27642.0
790,26,2011-01-01,Fertilizantes Sintéticos,P,5346.695000000001
791,26,2011-01-01,Fertilizantes Sintéticos,K,25753.239999999998
792,26,2012-01-01,Fertilizantes Sintéticos,N,30458.0
793,26,2012-01-01,Fertilizantes Sintéticos,P,5429.2880000000005
794,26,2012-01-01,Fertilizantes Sintéticos,K,28409.239999999998
795,26,2013-01-01,Fertilizantes Sintéticos,N,30282.0
796,26,2013-01-01,Fertilizantes Sintéticos,P,5813.848000000001
797,26,2013-01-01,Fertilizantes Sintéticos,K,25120.78
798,26,2014-01-01,Fertilizantes Sintéticos,N,27575.0
799,26,2014-01-01,Fertilizantes Sintéticos,P,5799.427000000001
800,26,2014-01-01,Fertilizantes Sintéticos,K,27502.879999999997
801,26,2015-01-01,Fertilizantes Sintéticos,N,24195.0
802,26,2015-01-01,Fertilizantes Sintéticos,P,3961.4050000000007
803,26,2015-01-01,Fertilizantes Sintéticos,K,19900.91
804,26,2016-01-01,Fertilizantes Sintéticos,N,25231.0
805,26,2016-01-01,Fertilizantes Sintéticos,P,4690.321000000001
806,26,2016-01-01,Fertilizantes Sintéticos,K,21943.539999999997
807,26,2017-01-01,Fertilizantes Sintéticos,N,24197.0
808,26,2017-01-01,Fertilizantes Sintéticos,P,5103.286000000001
809,26,2017-01-01,Fertilizantes Sintéticos,K,19947.39
810,26,2018-01-01,Fertilizantes Sintéticos,N,24353.0
811,26,2018-01-01,Fertilizantes Sintéticos,P,5807.7300000000005
812,26,2018-01-01,Fertilizantes Sintéticos,K,20654.55
813,26,2019-01-01,Fertilizantes Sintéticos,N,23988.0
814,26,2019-01-01,Fertilizantes Sintéticos,P,4902.703
815,26,2019-01-01,Fertilizantes Sintéticos,K,24599.539999999997
816,26,2020-01-01,Fertilizantes Sintéticos,N,25151.0
817,26,2020-01-01,Fertilizantes Sintéticos,P,5753.1050000000005
818,26,2020-01-01,Fertilizantes Sintéticos,K,22844.92
819,27,2000-01-01,Fertilizantes Sintéticos,N,27966.0
820,27,2000-01-01,Fertilizantes Sintéticos,P,6769.130000000001
821,27,2000-01-01,Fertilizantes Sintéticos,K,30498.35
822,27,2001-01-01,Fertilizantes Sintéticos,N,29002.0
823,27,2001-01-01,Fertilizantes Sintéticos,P,6980.201000000001
824,27,2001-01-01,Fertilizantes Sintéticos,K,31112.55
825,27,2002-01-01,Fertilizantes Sintéticos,N,28961.0
826,27,2002-01-01,Fertilizantes Sintéticos,P,6314.213000000001
827,27,2002-01-01,Fertilizantes Sintéticos,K,31549.96
828,27,2003-01-01,Fertilizantes Sintéticos,N,33954.0
829,27,2003-01-01,Fertilizantes Sintéticos,P,7579.328000000001
830,27,2003-01-01,Fertilizantes Sintéticos,K,35573.799999999996
831,27,2004-01-01,Fertilizantes Sintéticos,N,30863.0
832,27,2004-01-01,Fertilizantes Sintéticos,P,6505.619000000001
833,27,2004-01-01,Fertilizantes Sintéticos,K,30417.84
834,27,2005-01-01,Fertilizantes Sintéticos,N,31563.0
835,27,2005-01-01,Fertilizantes Sintéticos,P,6766.508000000001
836,27,2005-01-01,Fertilizantes Sintéticos,K,32720.26
837,27,2006-01-01,Fertilizantes Sintéticos,N,36597.0
838,27,2006-01-01,Fertilizantes Sintéticos,P,8101.980000000001
839,27,2006-01-01,Fertilizantes Sintéticos,K,39654.909999999996
840,27,2007-01-01,Fertilizantes Sintéticos,N,36150.0
841,27,2007-01-01,Fertilizantes Sintéticos,P,7261.192000000001
842,27,2007-01-01,Fertilizantes Sintéticos,K,40209.35
843,27,2008-01-01,Fertilizantes Sintéticos,N,25624.0
844,27,2008-01-01,Fertilizantes Sintéticos,P,4547.4220000000005
845,27,2008-01-01,Fertilizantes Sintéticos,K,25209.59
846,27,2009-01-01,Fertilizantes Sintéticos,N,31336.0
847,27,2009-01-01,Fertilizantes Sintéticos,P,4203.9400000000005
848,27,2009-01-01,Fertilizantes Sintéticos,K,26537.59
849,27,2010-01-01,Fertilizantes Sintéticos,N,36700.0
850,27,2010-01-01,Fertilizantes Sintéticos,P,6510.426
851,27,2010-01-01,Fertilizantes Sintéticos,K,36991.439999999995
852,27,2011-01-01,Fertilizantes Sintéticos,N,31463.0
853,27,2011-01-01,Fertilizantes Sintéticos,P,5784.1320000000005
854,27,2011-01-01,Fertilizantes Sintéticos,K,27909.579999999998
855,27,2012-01-01,Fertilizantes Sintéticos,N,31496.0
856,27,2012-01-01,Fertilizantes Sintéticos,P,6607.877
857,27,2012-01-01,Fertilizantes Sintéticos,K,30172.989999999998
858,27,2013-01-01,Fertilizantes Sintéticos,N,25210.0
859,27,2013-01-01,Fertilizantes Sintéticos,P,3884.4930000000004
860,27,2013-01-01,Fertilizantes Sintéticos,K,21804.1
861,27,2014-01-01,Fertilizantes Sintéticos,N,25030.0
862,27,2014-01-01,Fertilizantes Sintéticos,P,4951.210000000001
863,27,2014-01-01,Fertilizantes Sintéticos,K,21511.11
864,27,2015-01-01,Fertilizantes Sintéticos,N,18557.0
865,27,2015-01-01,Fertilizantes Sintéticos,P,2809.9100000000003
866,27,2015-01-01,Fertilizantes Sintéticos,K,14977.349999999999
867,27,2016-01-01,Fertilizantes Sintéticos,N,19109.0
868,27,2016-01-01,Fertilizantes Sintéticos,P,4188.2080000000005
869,27,2016-01-01,Fertilizantes Sintéticos,K,15851.34
870,27,2017-01-01,Fertilizantes Sintéticos,N,23443.0
871,27,2017-01-01,Fertilizantes Sintéticos,P,4664.975
872,27,2017-01-01,Fertilizantes Sintéticos,K,16965.2
873,27,2018-01-01,Fertilizantes Sintéticos,N,19992.0
874,27,2018-01-01,Fertilizantes Sintéticos,P,4716.104
875,27,2018-01-01,Fertilizantes Sintéticos,K,17454.07
876,27,2019-01-01,Fertilizantes Sintéticos,N,23975.0
877,27,2019-01-01,Fertilizantes Sintéticos,P,5716.397000000001
878,27,2019-01-01,Fertilizantes Sintéticos,K,20809.76
879,27,2020-01-01,Fertilizantes Sintéticos,N,27694.0
880,27,2020-01-01,Fertilizantes Sintéticos,P,6343.055000000001
881,27,2020-01-01,Fertilizantes Sintéticos,K,21802.44
882,28,2000-01-01,Fertilizantes Sintéticos,N,3074.0
883,28,2000-01-01,Fertilizantes Sintéticos,P,1008.5960000000001
884,28,2000-01-01,Fertilizantes Sintéticos,K,2420.2799999999997
885,28,2001-01-01,Fertilizantes Sintéticos,N,3464.0
886,28,2001-01-01,Fertilizantes Sintéticos,P,821.9970000000001
887,28,2001-01-01,Fertilizantes Sintéticos,K,2245.98
888,28,2002-01-01,Fertilizantes Sintéticos,N,3605.0
889,28,2002-01-01,Fertilizantes Sintéticos,P,1125.275
890,28,2002-01-01,Fertilizantes Sintéticos,K,2735.68
891,28,2003-01-01,Fertilizantes Sintéticos,N,5218.0
892,28,2003-01-01,Fertilizantes Sintéticos,P,1508.5240000000001
893,28,2003-01-01,Fertilizantes Sintéticos,K,5353.5
894,28,2004-01-01,Fertilizantes Sintéticos,N,2214.0
895,28,2004-01-01,Fertilizantes Sintéticos,P,617.9180000000001
896,28,2004-01-01,Fertilizantes Sintéticos,K,1528.86
897,28,2005-01-01,Fertilizantes Sintéticos,N,3507.0
898,28,2005-01-01,Fertilizantes Sintéticos,P,777.8600000000001
899,28,2005-01-01,Fertilizantes Sintéticos,K,5439.82
900,28,2006-01-01,Fertilizantes Sintéticos,N,4687.0
901,28,2006-01-01,Fertilizantes Sintéticos,P,1605.5380000000002
902,28,2006-01-01,Fertilizantes Sintéticos,K,4263.71
903,28,2007-01-01,Fertilizantes Sintéticos,N,6957.0
904,28,2007-01-01,Fertilizantes Sintéticos,P,2449.822
905,28,2007-01-01,Fertilizantes Sintéticos,K,6383.53
906,28,2008-01-01,Fertilizantes Sintéticos,N,9802.0
907,28,2008-01-01,Fertilizantes Sintéticos,P,2668.322
908,28,2008-01-01,Fertilizantes Sintéticos,K,7094.839999999999
909,28,2009-01-01,Fertilizantes Sintéticos,N,14643.0
910,28,2009-01-01,Fertilizantes Sintéticos,P,3787.4790000000003
911,28,2009-01-01,Fertilizantes Sintéticos,K,7409.41
912,28,2010-01-01,Fertilizantes Sintéticos,N,15372.0
913,28,2010-01-01,Fertilizantes Sintéticos,P,3944.3620000000005
914,28,2010-01-01,Fertilizantes Sintéticos,K,7050.0199999999995
915,28,2011-01-01,Fertilizantes Sintéticos,N,16558.0
916,28,2011-01-01,Fertilizantes Sintéticos,P,4742.3240000000005
917,28,2011-01-01,Fertilizantes Sintéticos,K,6438.3099999999995
918,28,2012-01-01,Fertilizantes Sintéticos,N,14496.0
919,28,2012-01-01,Fertilizantes Sintéticos,P,4779.032
920,28,2012-01-01,Fertilizantes Sintéticos,K,6176.86
921,28,2013-01-01,Fertilizantes Sintéticos,N,14764.0
922,28,2013-01-01,Fertilizantes Sintéticos,P,4816.6140000000005
923,28,2013-01-01,Fertilizantes Sintéticos,K,5692.139999999999
924,28,2014-01-01,Fertilizantes Sintéticos,N,18765.0
